"","Name_of_Organisation","Type","Country","Divestment_Type","More_Info","Policy"
"462"," 'http://www.frederickmulderfoundation.org.uk/' Frederick Mulder Foundation","Philanthropic Foundation","UK","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust'",1
"463"," 'http://www.fondsdereserve.fr/fr' French pension reserve fund","Pension Fund","France","Coal Only","'https://www.ipe.com/news/esg/french-pension-reserve-fund-turns-its-back-on-tobacco-coal/10016717.fullarticle'",1
"464","Freya Hadley Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"465"," 'http://www.friendsfiduciary.org/' Friends Fiduciary Corporation","Faith-based Organization","USA","Full","'http://gofossilfree.org/quakers-move-their-money-to-protect-the-planet/'",1
"466"," 'http://fwcc.world/' Friends World Committee for Consultation","Faith-based Organization","UK","Full","'http://www.fwcc.world/QuakerStatement2015onClimateChange.pdf'",1
"467"," 'http://www.foe.org/' Friends of the Earth","NGO","USA","Full","",1
"468"," 'https://f4dc.org/' Fund for Democratic Communities","Philanthropic Foundation","USA","","'http://divestinvest.org/philanthropy/signatories/#/signatories/fund-for-democratic-communities'",1
"469"," 'https://www.facebook.com/pages/category/Non-Governmental-Organization--NGO-/Fundaci%C3%B3n-ECO-Conciencia-C%C3%B3rdoba-1215304798636986/' Fundación ECO Conciencia Córdoba","Philanthropic Foundation","Argentina","Full","",1
"470"," 'http://www.fcamaine.net/' Funeral Consumers Alliance of Maine","NGO","USA","Full","'https://docs.google.com/document/d/1SV_u9l5T1G7Mkefj_3kTo7ntZKWeIKh9-ij2k8ePLsM/edit'",1
"471"," 'http://www.myfuturesuper.com.au/' Future Super","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"472"," 'http://www.gls-treuhand.de/' GLS Treuhand","Philanthropic Foundation","Germany","Full","' https://blog.gls.de/aus-der-bank/divestment-raus-aus-kohle-erneuerbare-vor/'",1
"473"," 'http://www.garfieldfoundation.org/' Garfield Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/#/signatories/garfield-foundation'",1
"474","Gasthuiszusters Augustinessen van Leuven","Faith-based Organization","Belgium","Full","'https://catholicclimatemovement.global/divest-and-reinvest/'",1
"475"," 'http://generalservice.org/' General Service Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust'",1
"476"," 'https://www.generali.com/' Generali Insurance","For Profit Corporation","Italy","Coal Only","'https://www.generali.com/media/press-releases/all/2018/Generali-approves-climate-change-strategy-It-will-divest-2-billion-from-coal'",1
"477"," 'http://www.georgeschool.org/' George School","Educational Institution","USA","Coal Only","'http://insideclimatenews.org/news/15052015/pennsylvania-high-school-students-convince-school-divest-coal'",1
"478"," 'https://www.gwu.edu/' George Washington University","Educational Institution","USA","Full","'https://gwtoday.gwu.edu/gw-eliminate-all-fossil-fuel-investments-endowment'",1
"479"," 'https://www.georgetown.edu/' Georgetown University","Educational Institution","USA","Full","'https://www.washingtonpost.com/education/2020/02/06/georgetown-university-pledges-divest-fossil-fuel-companies/'",1
"480","Gibson and McGregor Super Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"481","Gironde department","Government","France","Full","'http://www.gironde.fr/upload/docs/application/x-download/2015-06/voeu_engagement_dpt_desinvestissement_secteurs_contribuant_au_dereglement_climatique.pdf'",1
"482","Glasgow Caledonian University","Educational Institution","UK","Full","'https://www.facebook.com/peopleandplanet/photos/a.10150092260993488.306636.7419863487/10156296644728488/?type=3&amp;theater'",1
"483"," 'http://catholicclimatemovement.global/' Global Catholic Climate Movement","NGO","USA","Full","",1
"484"," 'http://midcoast.gloucester.nsw.gov.au/' Gloucester Shire Council","Government","Australia","Full","'https://350.org.au/news/gloucester-commits-to-divest-from-fossil-fuels/'",1
"485","Glow Worm Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"486"," 'https://www.glyndwr.ac.uk/' Glyndŵr University","Educational Institution","UK","Fossil Free","'https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector'",1
"487"," 'http://gogreenmw.org/about-us/' Go Green Save Environments","Faith-based Organization","Malawi","Full","'https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion'",1
"488"," 'http://www.goddard.edu/' Goddard College","Educational Institution","USA","Fossil Free","'http://www.washingtontimes.com/news/2015/jan/13/goddard-college-finalizes-divestment/'",1
"489"," 'http://www.goldmanprize.org/' Goldman Environmental Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/#/signatories/goldman-environmental-foundation'",1
"490","Goldsmiths University of London","Educational Institution","UK","Coal and Tar Sands Only","'https://peopleandplanet.org/university/129373#fossil-free-scorecard'",1
"491","Good Vibrations Super","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"492","Goolengook Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"493"," 'https://www.nbim.no/' Government Pension Fund Global","Pension Fund","Norway","Partial","'http://www.theguardian.com/environment/2015/feb/05/worlds-biggest-sovereign-wealth-fund-dumps-dozens-of-coal-companies?CMP=share_btn_tw
http://www.theguardian.com/environment/2015/mar/16/norways-sovereign-wealth-fund-drops-over-50-coal-companies'",1
"494","Gower Street","Philanthropic Foundation","UK","Full","'https://docs.google.com/spreadsheets/d/1ITuobt3gONpX45JM4AY9i5DUaCZ3reTRiEm_Bt9_kDY/edit#gid=231791904'",1
"495","Graeme Wood Foundation","Philanthropic Foundation","Australia","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust'",1
"496"," 'http://www.cfra.org/support/granary' Granary Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/#/signatories/granary-foundation-2'",1
"497"," 'http://www.greatoldbroads.org/' Great Old Broads for Wilderness","NGO","USA","Full","'http://gofossilfree.org/commitments/'",1
"498"," 'http://www.greenmtn.edu/' Green Mountain College","Educational Institution","USA","Full","",1
"499"," 'https://www.greenwave.org/' GreenWave","For Profit Corporation","France","Full","'From Divest Invest '",1
"500"," 'http://www.greenaccord.org/' Greenaccord onlus","Faith-based Organization","Italy","Full","'https://catholicclimatemovement.global/divest-and-reinvest/'",1
"501","Gro Superannuation Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"502","Gross and Watts Super Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"503"," 'https://www.groupama.fr/' Groupama","For Profit Corporation","France","Coal Only","'http://www.groupama.com/fr/nos-engagements/rapport-climat-esg-2/'",1
"504"," 'https://sostenibleecoma.wixsite.com/website' Grupo ecológico Salesiano ECOMA","Faith-based Organization","República Dominicana","Fossil Free","",1
"505"," 'https://www.theguardian.com/media/guardianmediagroup' Guardian Media Group","For Profit Corporation","UK","Full","",1
"506","Gulbenkian Foundation","Philanthropic Foundation","Portugal","Full","'https://platformlondon.org/2018/03/18/the-slow-dismantling-the-house-of-oil-the-gulbenkian-foundation-divests/'",1
"507"," 'http://www.gundersenhealth.org/' Gundersen Health System","Healthcare Institution","USA","Partial","",1
"508","H Green Superannuation Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"509"," 'https://www.hcf.com.au/' HCF","For Profit Corporation","Australia","Full","'https://www.theguardian.com/australia-news/2017/feb/10/health-fund-hcf-divests-from-fossil-fuels-saying-industry-harms-members'",1
"510"," 'https://www.hesta.com.au/' HESTA Super Fund","Pension Fund","Australia","Coal Only","'http://www.ft.com/intl/cms/s/0/20d5a1ae-4dd1-11e4-9683-00144feab7de.html#axzz3YnrnDR23'",1
"511","HG Burkitt Superannuation Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"512"," 'https://hipinvestor.com/' HIP Investor Inc.","For Profit Corporation","USA","Full","'From Divest Invest '",1
"513","Halcyon Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"514"," 'https://www.hampshire.edu/' Hampshire College","Educational Institution","USA","Full","'https://www.hampshire.edu/offices/hampshire-college-investment-policy'",1
"515"," 'http://www.hancockchurch.org/' Hancock United Church of Christ, Lexington, Massachusetts","Faith-based Organization","USA","Partial","'http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts'",1
"516"," 'https://www.hk24.de/en' Handelskammer Hamburg (Chamber of Commerce)","Pension Fund","Germany","Coal Only","'http://www.sueddeutsche.de/news/wirtschaft/wirtschaftsinstitutionen---hamburg-handelskammer-steigt-aus-kohle-investments-aus-dpa.urn-newsml-dpa-com-20090101-171221-99-373630'",1
"517","Hanley Merchant Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"518"," 'https://www.hannover-re.com/' Hannover Reinsurance","For Profit Corporation","Germany","Coal Only","'https://www.reuters.com/article/hannover-re-coal/update-1-hannover-re-adopts-greener-investment-policy-amid-industry-shift-idUSL8N1TM1OY'",1
"519","Hardys Bay Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"520"," 'http://www.haringeypensionfund.co.uk/' Haringey Pension Fund","Pension Fund","UK","Coal Only","'http://gofossilfree.org/uk/press-release/haringey-council-divests-from-coal-and-moves-200-million-into-low-carbon-fund/'",1
"521"," 'http://www.hastings.gov.uk/' Hastings Borough Council","Government","UK","Full","'http://www.hastingsobserver.co.uk/news/campaigners-joy-as-hastings-council-agrees-fossil-fuel-divestment-1-7328414'",1
"522"," 'https://www.fgcquaker.org/cloud/haverford-friends-meeting' Haverford Friends Meeting","Faith-based Organization","USA","Full","",1
"523","Haydon Family Super Fun","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"524"," 'https://noharm.org/' Health Care Without Harm","Healthcare Institution","USA","Full","'http://www.digitaljournal.com/pr/2551582'",1
"525","Hereford Quaker Local Meeting","Faith-based Organization","United Kingdom","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"526","Hermanitas de la Asunción","Faith-based Organization","Spain","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"527"," 'www.hw.ac.uk' Herriot-Watt University","Educational Institution","UK","Coal and Tar Sands Only","'http://blog.peopleandplanet.org/blog/2015/11/10/university-fossil-fuel-divestment-doubles-ahead-of-paris-climate-talks-press-release/'",1
"528"," 'https://www.hessen.de/' Hesse","Pension Fund","Germany","Partial","'https://www.hessen.de/presse/pressemitteilung/pensionsfonds-investieren-nachhaltige-aktienindizes-0'",1
"529"," 'http://hiddenleaf.org/' Hidden Leaf Foundation","Philanthropic Foundation","USA","Full","",1
"530"," 'https://www.tringbaptistchurch.co.uk/' High Street Baptist Church, Tring","Faith-based Organization","UK","Full","",1
"531"," 'http://www.alstonmoorcofe.org.uk/' Holy Paraclete, Kirkhaugh (C of E)","Faith-based Organization","UK","Full","'https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/'",1
"532","Howqua River Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"533","Hromas Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"534"," 'http://www.huddersfieldquakers.org.uk/' Huddersfield Quakers","Faith-based Organization","UK","Full","'http://www.quakerweb.org.uk/blog/uncategorized/huddersfield-quakers-divest-from-fossil-fuels/'",1
"535"," 'http://www.hullfamilyfoundation.org/' Hull Family Foundation","Philanthropic Foundation","USA","Full","",1
"536"," 'http://www.humboldt.edu/' Humboldt State University","Educational Institution","USA","Partial","'http://gofossilfree.org/usa/wp-content/uploads/sites/6/2014/12/10712997_397776337040059_3487359215359333910_n.jpg'",1
"537"," 'http://www.hunterhall.com.au/' Hunter Hall Investment Management","For Profit Corporation","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"538"," 'http://www.isfoundation.com/' Ian Somerhalder Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust'",1
"539"," 'http://www.ildialogo.org/index.htm' Il Dialogo","Faith-based Organization","Italy","Full","'http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive'",1
"540"," 'https://indiancatholicmatters.org' Indian Catholic Matters","Faith-based Organization","India","Fossil Free","'https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0'",1
"541"," 'https://indigotrust.org.uk/' Indigo Trust","Philanthropic Foundation","UK","","'http://divestinvest.org/philanthropy/signatories/#/signatories'",1
"542"," 'https://www.innerwest.nsw.gov.au/' Inner West council","Government","Australia","Fossil Free","'https://www.theguardian.com/environment/2019/jun/06/sydney-inner-west-council-fully-divests-fossil-fuels'",1
"543"," 'https://inspire.org.mt/who-we-are/our-finances/' Inspire Foundation for Business and Society","Philanthropic Foundation","","","'http://divestinvest.org/philanthropy/signatories/#/signatories/inspire-foundation-for-business-and-society'",1
"544"," 'http://www.bonconseil.qc.ca/' Institut Notre-Dame du Bon-Conseil de Montréal","Faith-based Organization","Canada","Fossil Free","'https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0'",1
"545"," 'https://www.worldpeaceadvocates.org' International Association of World Peace Advocates","NGO","Nigeria","Full","'https://docs.google.com/document/d/1Q7IfT5a-ouqXEz0ozdJMI6JfUcUoibepfgp71cH3UD4/edit'",1
"546"," 'http://living-future.org/' International Living Future Institute","NGO","USA","Fossil Free","",1
"547"," 'http://www.suffolkquakers.org.uk/' Ipswich and Diss Chilterns Area Meeting","Faith-based Organization","UK","Full","",1
"548"," 'https://www.ircantec.retraites.fr/' Ircantec ","Pension Fund","France","Coal Only","'https://www.ipe.com/countries/france/french-public-sector-scheme-ircantec-adopts-coal-exclusion-policy/10015534.article?utm_term=&amp;utm_source=IPE%20Daily%20News&amp;utm_medium=Email&amp;utm_content=French%20public%20sector%20scheme%20Ircantec%20adopts%20coal-exclusion%20policy_https%3A%2F%2Fwww.ipe.com%2Fcountries%2Ffrance%2Ffrench-public-sector-scheme-ircantec-adopts-coal-exclusion-policy%2F10015534.article&amp;utm_campaign=5.10.16%20ipe%20daily_Ircantec%2C%20people%20roundup%2C%20FCA%2C%20EIOPA%2C%20PWRI%2C%20PFZW%2C%20Syntrus%20Achmea%2C%20IASB'",1
